frame,timestamp,dev_zscore,grip_spread,dev_alert,grip_alert,combined_alert
530,1788037341.748135,110.70178836960977,0.21742486953735352,True,True,True
531,1788037341.7779813,102.83260993772177,0.20249438285827637,True,True,True
532,1788037341.809611,100.43560118087566,0.2091006338596344,True,True,True
533,1788037341.8427932,100.49119299802419,0.2159082591533661,True,True,True
534,1788037341.8776932,99.15445398734667,0.21293118596076965,True,True,True
535,1788037341.920126,97.67415055703091,0.20635567605495453,True,True,True
536,1788037341.957387,97.5333230106237,0.2119605988264084,True,True,True
537,1788037341.9922402,103.53554505098197,0.21690340340137482,False,True,True
538,1788037342.048788,102.10760906048722,0.21099373698234558,True,True,True
539,1788037342.0770977,101.89395592897169,0.21597200632095337,True,True,True
540,1788037342.1194956,101.16414204642994,0.20668041706085205,True,False,True
543,1788037342.2493849,97.03475213968883,0.20205149054527283,False,False,False
544,1788037342.2813027,110.72799373549417,0.2621433734893799,False,False,False
545,1788037342.3090158,85.50521286850163,0.19508695602416992,False,False,False
546,1788037342.3760414,84.5069918932605,0.1776951104402542,False,False,False
547,1788037342.427006,87.05088043454705,0.1883615255355835,False,False,False
548,1788037342.4612184,83.94003419819504,0.20722147822380066,False,False,False
557,1788037342.9426012,170.51643481111807,0.34829482436180115,False,False,False
558,1788037342.9591727,161.47614749183913,0.3227989971637726,False,False,False
559,1788037343.009447,161.99240640016504,0.39628714323043823,False,False,False
560,1788037343.0426776,158.53142743796948,0.3953936696052551,True,True,True
561,1788037343.100038,149.29023566730706,0.3853119909763336,True,True,True
562,1788037343.1357157,156.80003687265324,0.4039868116378784,True,True,True
563,1788037343.1754742,147.44590759335836,0.40395495295524597,True,True,True
564,1788037343.20926,148.23350674023396,0.40158653259277344,False,True,True
565,1788037343.2437901,149.0753385850654,0.4027133584022522,False,True,True
566,1788037343.277998,151.71087871817647,0.4107704758644104,False,True,True
567,1788037343.3130615,150.4350432576596,0.4011848568916321,False,True,True
568,1788037343.3473585,147.7183618430776,0.3954697847366333,False,True,True
569,1788037343.3841248,147.93212928717082,0.41850805282592773,False,True,True
570,1788037343.417167,147.51853626302525,0.41308820247650146,False,True,True
571,1788037343.4327707,150.476919446213,0.41038912534713745,False,False,False
572,1788037343.4686925,147.05822946727338,0.4053843021392822,False,False,False
573,1788037343.5037262,150.71844852302667,0.40954872965812683,False,False,False
574,1788037343.5413578,151.23942457096277,0.4219898283481598,False,False,False
575,1788037343.556006,151.60975778271455,0.4010261297225952,False,False,False
576,1788037343.6053195,152.4614889954336,0.4175993800163269,False,False,False
577,1788037343.623262,152.20132124266314,0.42114242911338806,False,False,False
578,1788037343.6744213,153.05676094214107,0.4188188314437866,False,False,False
579,1788037343.7087934,153.75535720699568,0.41548484563827515,False,False,False
580,1788037343.7440329,154.57123144385747,0.41942518949508667,False,False,False
581,1788037343.7794328,153.46196324042367,0.40680062770843506,False,False,False
582,1788037343.8115642,152.61103602406018,0.41897982358932495,False,False,False
583,1788037343.8465044,154.84919053949167,0.41082364320755005,False,False,False
584,1788037343.8810048,152.6289016090905,0.4140011668205261,False,False,False
585,1788037343.9178445,151.73138163499868,0.41590774059295654,False,False,False
586,1788037343.9503567,163.25591401034094,0.4184170961380005,False,False,False
587,1788037343.9854784,170.1988552912112,0.36848801374435425,False,False,False
588,1788037344.0168996,173.33825840597,0.2833816707134247,False,False,False
589,1788037344.0508692,188.01006642292174,0.329243004322052,False,False,False
590,1788037344.0857506,201.0037504969569,0.3686496317386627,False,False,False
591,1788037344.1052148,205.3629254715109,0.35765600204467773,False,False,False
592,1788037344.1552722,195.7028244386651,0.3485388159751892,False,False,False
613,1788037345.131757,99.19926415952358,0.12429523468017578,True,True,True
614,1788037345.1656759,160.32310531457256,0.3002154231071472,True,True,True
615,1788037345.200889,185.3026924228593,0.4546324610710144,True,True,True
616,1788037345.2343214,179.48415581180674,0.46232134103775024,True,True,True
617,1788037345.2682693,173.02294391545948,0.4729834198951721,True,True,True
618,1788037345.3017707,169.25418152154384,0.4781853258609772,True,True,True
619,1788037345.3368006,166.69419475623621,0.5217104554176331,True,True,True
620,1788037345.371835,165.1937260509598,0.5119067430496216,True,True,True
621,1788037345.4056282,167.08984075128458,0.5281239748001099,False,True,True
622,1788037345.4400992,164.93294554875177,0.5144370794296265,False,True,True
623,1788037345.4743922,166.88189882294395,0.5246323943138123,False,True,True
624,1788037345.5090492,162.77475931512234,0.5274283289909363,False,True,True
625,1788037345.5437138,160.35633355956296,0.5310356616973877,False,True,True
626,1788037345.5773997,169.54626815780426,0.5510594844818115,False,True,True
627,1788037345.6124518,165.36888281154344,0.5321487784385681,False,True,True
628,1788037345.646879,169.13952869526497,0.5603150725364685,False,True,True
629,1788037345.680223,163.9083100995761,0.5405488610267639,False,False,False
630,1788037345.7150126,169.43425939143762,0.5579631924629211,False,False,False
631,1788037345.7485251,164.25808387806026,0.5327249765396118,False,False,False
632,1788037345.766125,171.17579794604052,0.5635226964950562,False,False,False
633,1788037345.817053,165.87643552710114,0.5276657938957214,False,False,False
634,1788037345.8518097,169.45759671935252,0.5580439567565918,False,False,False
635,1788037345.8852122,168.62126351703515,0.5469481945037842,False,False,False
636,1788037345.9185128,170.12923562401906,0.5583972930908203,False,False,False
637,1788037345.9512787,170.00840140431424,0.5677646398544312,False,False,False
638,1788037345.985325,168.38524908158493,0.5590184330940247,False,False,False
639,1788037346.0201166,175.18624530442676,0.5700743198394775,False,False,False
640,1788037346.054834,169.35005207432474,0.5499895215034485,False,False,False
641,1788037346.0892813,174.78395215132593,0.5672156810760498,False,False,False
642,1788037346.144159,175.40913854299697,0.5684640407562256,False,False,False
643,1788037346.1780689,184.6450697399884,0.5687786936759949,False,False,False
644,1788037346.2124631,192.54159223847745,0.5632116794586182,False,False,False
645,1788037346.2473059,206.35440160248126,0.5729038715362549,False,False,False
646,1788037346.2813015,215.9124445611867,0.5885579586029053,False,False,False
647,1788037346.315974,219.20930044115798,0.6006675362586975,False,False,False
648,1788037346.3510628,212.1324130120619,0.6079385876655579,False,False,False
649,1788037346.3844752,206.65430472766963,0.6055862903594971,False,False,False
650,1788037346.4184294,202.89312988517116,0.6000165939331055,False,False,False
651,1788037346.4517546,201.89683948717737,0.5979760885238647,False,False,False
652,1788037346.4864116,200.8304733525747,0.5867414474487305,False,False,False
653,1788037346.5201619,203.5096486708916,0.5910588502883911,False,False,False
654,1788037346.558318,204.03817439794932,0.5945711731910706,False,False,False
655,1788037346.593077,205.77866116065357,0.5910394787788391,False,False,False
656,1788037346.627855,206.2590411147949,0.595314621925354,False,False,False
657,1788037346.662523,207.11554204532268,0.6005607843399048,False,False,False
658,1788037346.6945028,205.61121967047575,0.5951120853424072,False,False,False
659,1788037346.7280743,206.36843444669066,0.5988523960113525,False,False,False
660,1788037346.7627246,204.77443554515793,0.5957193374633789,False,False,False
661,1788037346.7965932,205.38082170131534,0.5949751734733582,False,False,False
662,1788037346.8143933,205.20695529081974,0.5926343202590942,False,False,False
663,1788037346.8649669,203.65345637608715,0.5951386094093323,False,False,False
664,1788037346.8996007,205.07362410720881,0.5947707891464233,False,False,False
665,1788037346.9344141,205.3177690777711,0.5936267375946045,False,False,False
666,1788037346.9679456,203.99990116262754,0.604015588760376,False,False,False
667,1788037347.0024636,202.81460790404603,0.6125766038894653,False,False,False
668,1788037347.0360577,199.7624929436303,0.6211098432540894,False,False,False
669,1788037347.069468,182.72360707689174,0.5501636266708374,False,False,False
672,1788037347.202269,124.45632408441922,0.32336050271987915,False,False,False
673,1788037347.236745,134.2836591039758,0.3328031897544861,False,False,False
682,1788037347.682795,197.04796162428437,0.36599382758140564,False,False,False
683,1788037347.7019124,235.14624768728336,0.28817975521087646,False,False,False
684,1788037347.7503514,226.305003101253,0.339841365814209,True,False,True
685,1788037347.7850308,255.05173414741708,0.44821634888648987,True,True,True
686,1788037347.8198123,265.57927499920623,0.5550447702407837,True,True,True
