frame,timestamp,dev_zscore,grip_spread,dev_alert,grip_alert,combined_alert
0,1788036673.5049586,382.51817566745507,0.12158964574337006,False,False,False
1,1788036673.7034736,413.28632815816394,0.28387558460235596,False,False,False
2,1788036673.7395215,419.69654021181526,0.2886894941329956,False,False,False
3,1788036673.7736094,421.49612288131925,0.2670527696609497,False,False,False
4,1788036673.8069725,416.9249800586741,0.2583886384963989,False,False,False
5,1788036673.8425639,415.7420288936747,0.2403496950864792,False,False,False
6,1788036673.873761,421.165117450697,0.25870656967163086,False,False,False
7,1788036673.9007397,423.5614404372545,0.28221380710601807,False,False,False
8,1788036673.9403386,428.95535164841573,0.30697816610336304,False,False,False
9,1788036673.9741137,429.9492473499875,0.2920337915420532,False,False,False
10,1788036674.0127046,429.50847084832674,0.28063255548477173,False,False,False
11,1788036674.0618837,425.1923423059812,0.27669909596443176,False,False,False
12,1788036674.0962665,414.7836324123209,0.26636552810668945,False,False,False
13,1788036674.1299274,409.070528819143,0.26187464594841003,False,False,False
14,1788036674.1726704,404.7750207406065,0.27579227089881897,False,False,False
15,1788036674.2072453,397.6910664943361,0.27498751878738403,False,False,False
16,1788036674.2374337,392.63775110695923,0.2823161780834198,False,False,False
17,1788036674.2710955,394.0616621239324,0.2949656546115875,False,False,False
18,1788036674.3114305,362.14229750067915,0.28613996505737305,False,False,False
19,1788036674.3445556,284.1872858229238,0.27121859788894653,False,False,False
20,1788036674.4105072,242.5334634425166,0.2581343352794647,False,False,False
21,1788036674.4414535,210.02353004024826,0.16404610872268677,False,False,False
22,1788036674.4747348,198.81923966320255,0.15347754955291748,False,False,False
23,1788036674.5093358,200.73534762185025,0.16041800379753113,False,False,False
24,1788036674.5400689,203.72693557207282,0.18369276821613312,False,False,False
25,1788036674.5760937,201.29035658160532,0.18974736332893372,False,False,False
26,1788036674.6097229,192.92816610423478,0.20561614632606506,False,False,False
27,1788036674.6406536,195.38678257317645,0.16098272800445557,False,False,False
28,1788036674.6759825,178.9036896273295,0.0722440853714943,False,False,False
29,1788036674.710882,172.39060177336415,0.0903768539428711,False,False,False
30,1788036674.7449052,171.63177193858536,0.07742808759212494,False,False,False
31,1788036674.7736456,172.23773226766923,0.07292698323726654,False,False,False
32,1788036674.795906,177.39517608444334,0.0812872126698494,False,False,False
33,1788036674.8427474,179.50674438511166,0.08111782371997833,False,False,False
34,1788036674.8800955,190.37101612900537,0.12061554193496704,False,False,False
35,1788036674.914939,188.4284981459263,0.11419250071048737,False,False,False
36,1788036674.946401,188.69640226472362,0.11658008396625519,False,False,False
37,1788036674.9719296,174.7696852456254,0.12774038314819336,False,False,False
38,1788036675.0188625,171.9483616733518,0.15191975235939026,False,False,False
39,1788036675.0478976,165.95376247211286,0.15758676826953888,False,False,False
40,1788036675.0802813,159.41708290199102,0.16613829135894775,False,False,False
41,1788036675.1136642,153.40116789354082,0.19327323138713837,False,True,True
42,1788036675.1506543,148.76500709969534,0.22212648391723633,False,True,True
43,1788036675.1955168,146.84696273026532,0.23617368936538696,False,True,True
44,1788036675.226111,145.793493931337,0.2263110876083374,False,True,True
45,1788036675.2595408,147.58871577462745,0.23222146928310394,False,True,True
46,1788036675.2932644,153.61430638976228,0.24665401875972748,False,True,True
47,1788036675.334976,162.7363183580967,0.25809526443481445,False,True,True
48,1788036675.37264,177.16857119189123,0.2629351317882538,False,True,True
49,1788036675.4053416,204.65233010951678,0.2904150187969208,False,True,True
50,1788036675.4437447,255.58724166149554,0.2926846146583557,False,True,True
51,1788036675.4746952,328.64865647711963,0.2950342893600464,False,True,True
52,1788036675.5123553,295.2262522017465,0.2025446742773056,True,True,True
194,1788036682.2992985,255.7793592675026,0.16472618281841278,True,True,True
198,1788036682.4979806,263.67545956140475,0.18185439705848694,True,True,True
263,1788036685.3547318,376.32964765124024,0.19204317033290863,True,True,True
264,1788036685.3733902,355.4175340213201,0.1648321896791458,True,True,True
265,1788036685.4242535,352.1471153422132,0.13615328073501587,True,True,True
266,1788036685.4419663,354.9637041433773,0.12853994965553284,True,True,True
280,1788036686.2031837,375.1124874508714,0.04262939840555191,False,False,False
281,1788036686.231909,364.4556127393179,0.04100091755390167,True,False,True
283,1788036686.338735,330.02527712330334,0.09043440967798233,True,True,True
285,1788036686.4530437,297.8608637846551,0.21140551567077637,True,True,True
286,1788036686.4747317,280.8585035514978,0.12475226074457169,True,True,True
287,1788036686.498926,287.2853039904218,0.11556870490312576,False,True,True
288,1788036686.5334737,288.97258214346334,0.12267804145812988,True,True,True
289,1788036686.582625,289.90808855390173,0.11342767626047134,True,True,True
290,1788036686.6048355,292.6153887263274,0.10187394917011261,True,True,True
291,1788036686.6506083,292.2787047338123,0.0844738706946373,True,True,True
356,1788036689.6316104,232.8568694237409,0.3201700448989868,True,True,True
357,1788036689.6721146,234.595750131401,0.3157155513763428,True,True,True
440,1788036693.5971496,84.48864172644282,0.14778922498226166,True,True,True
445,1788036693.8473415,116.76880540337996,0.1612786203622818,True,True,True
446,1788036693.8977554,126.61033125451826,0.2683712840080261,True,True,True
449,1788036694.0480776,299.15923038746075,0.12918883562088013,True,True,True
450,1788036694.081547,327.8244510997416,0.3261345624923706,True,True,True
451,1788036694.1161885,335.9712610152039,0.32653069496154785,True,True,True
459,1788036694.5894861,333.74723249934556,0.09146559238433838,False,False,False
705,1788036706.6571145,177.39480537929748,0.2576192617416382,True,True,True
706,1788036706.674945,193.28870689802113,0.29206952452659607,True,True,True
707,1788036706.7086093,200.70647142624716,0.3386739194393158,True,True,True
708,1788036706.7513947,200.83250328193424,0.3378683924674988,True,True,True
709,1788036706.7760663,199.1600886180711,0.3408762216567993,True,True,True
710,1788036706.8101878,199.79052185420255,0.31723475456237793,True,True,True
711,1788036706.8606787,204.5230222136369,0.3184897005558014,True,True,True
712,1788036706.8959208,196.7790050584459,0.3009319603443146,True,True,True
713,1788036706.9297812,191.94777116570629,0.28029677271842957,False,False,False
714,1788036706.9639475,190.06289206019773,0.27875572443008423,False,False,False
715,1788036706.997566,184.632284857143,0.2731633186340332,False,False,False
716,1788036707.032182,197.4005176440135,0.29877620935440063,False,False,False
717,1788036707.0523362,194.24548674958797,0.28690582513809204,False,False,False
718,1788036707.1009545,199.43499062222935,0.33099398016929626,False,True,True
719,1788036707.1358426,200.70622247563642,0.35449618101119995,False,False,False
720,1788036707.154342,201.29692964880508,0.3456541895866394,False,False,False
721,1788036707.2038298,202.76992192615165,0.36528077721595764,False,False,False
722,1788036707.238915,200.1458867607868,0.36070558428764343,False,False,False
723,1788036707.2577376,191.8100814206972,0.35487550497055054,False,False,False
724,1788036707.291609,195.77929285060756,0.37190747261047363,False,False,False
725,1788036707.3416152,198.80650505087883,0.38144534826278687,False,False,False
726,1788036707.37541,193.2370602357367,0.3820003867149353,False,False,False
727,1788036707.393319,187.06726008259594,0.38036036491394043,False,False,False
728,1788036707.443462,184.97682447571952,0.39520636200904846,False,False,False
729,1788036707.4787323,185.58569161396858,0.39971649646759033,False,False,False
730,1788036707.5133576,183.86238900569802,0.42032867670059204,False,False,False
731,1788036707.5480912,178.39620637390922,0.4048742353916168,False,False,False
732,1788036707.5830472,178.9227648063603,0.40539395809173584,False,False,False
733,1788036707.6180959,178.35677991449367,0.4029783010482788,False,False,False
734,1788036707.6535497,183.49695825030764,0.4092797040939331,False,False,False
735,1788036707.67109,183.7190449037754,0.4063407778739929,False,False,False
736,1788036707.7214785,184.6992921609423,0.403226375579834,False,False,False
737,1788036707.7567954,180.43835554061806,0.39689499139785767,False,False,False
738,1788036707.7916083,178.84486809405135,0.3964369297027588,False,False,False
739,1788036707.826591,175.39452220551982,0.39817923307418823,False,False,False
740,1788036707.8613281,172.66569439842866,0.3952256441116333,False,False,False
741,1788036707.8962185,172.88064843172242,0.3987094759941101,False,False,False
742,1788036707.9311607,176.1833877891619,0.38475853204727173,False,False,False
743,1788036707.9667172,179.3470076609521,0.3957221508026123,False,False,False
744,1788036707.9983413,183.3211564212009,0.3950618505477905,False,False,False
745,1788036708.0315948,182.17363374582436,0.39574772119522095,False,False,False
746,1788036708.0658085,182.88352173577772,0.3958406448364258,False,False,False
747,1788036708.1009781,193.98246463960618,0.39791351556777954,False,False,False
748,1788036708.1202943,225.48321070616007,0.38863566517829895,False,False,False
749,1788036708.17048,232.75203122593896,0.3954853117465973,False,False,False
750,1788036708.2057724,240.04780828049303,0.3958498537540436,False,False,False
751,1788036708.2775831,257.7753011590205,0.3838860094547272,False,False,False
752,1788036708.3112972,265.74340799552965,0.3948957920074463,True,False,True
753,1788036708.3459697,267.65329694395984,0.3933093845844269,True,False,True
754,1788036708.380783,274.6772775024003,0.3940502405166626,True,False,True
755,1788036708.4156423,279.33908147900314,0.39517953991889954,True,False,True
